"";"Blood rage";"Dark Souls";"Days gone";"Hellblade";"Henri de Toulouse-Lautrec";"Paul Cézanne";"Paul Gauguin";"Plague tale";"Runewars";"Sekiro";"Sims 4 Psy i Koty";"Sims 4 Witaj w pracy";"Sims 4 Wyspiarskie ¯ycie";"Sims 4";"Skyrim";"Small world";"Talisman";"Tomb Rider";"Vincent van Gogh";"WiedŸmin 3"
"kreacja";0;0;0;0,0151213568738464;0;0;0;0;0;0;0;0;0,0204251163743747;0,016587670267674;0;0;0;0;0;0
"krok";0;0;0;0,0183531938944053;0;0;0;0;0;0;0;0;0;0;0;0,0153792967355896;0;0;0;0
"krótki";0;0;0;0;0,0228080466180517;0,0172136200890956;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0153762112031809
"krytyk";0;0;0;0;0;0;0,0328903771771026;0;0;0;0;0;0;0;0;0;0;0;0,0276827341240614;0
"który";0,00771984708518314;0;0;0;0;0,010924311912995;0,0171976791501605;0;0;0;0;0;0;0,0210541284141358;0,00954376700091322;0;0;0;0;0,0195164673501821
"kwestia";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0201328975447719;0,0182523521697108;0;0;0;0;0
"lataæ";0;0;0;0;0;0;0;0;0,0156694721456951;0;0;0;0;0;0;0,0153792967355896;0;0;0;0
"legendarny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0192018965022391;0;0;0,0186625173870077
"lekarz";0;0;0;0,0183531938944053;0;0;0;0;0;0;0;0,0333862120089182;0;0;0;0;0;0;0;0
"lepszy";0;0;0;0,0151213568738464;0;0;0;0;0;0;0,016999786299169;0;0;0;0;0;0,0158206103709029;0;0;0
"liczba";0,00888888888888889;0;0,0245398773006135;0;0;0;0;0;0;0;0;0;0;0;0;0,0277777777777778;0,0115606936416185;0;0;0,0224719101123595
"liczny";0;0;0;0,0183531938944053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0276827341240614;0
"listopad";0;0;0;0;0,0276827341240614;0;0,0328903771771026;0;0;0;0;0;0;0;0;0;0;0;0;0
"lokacja";0;0,016195062687374;0;0,0151213568738464;0;0;0;0,0153762112031809;0;0;0;0;0;0;0;0;0;0;0;0
"los";0;0,0196563792596885;0;0;0;0;0;0;0,0156694721456951;0;0;0;0;0;0;0;0;0;0;0
"lubiæ";0;0;0;0;0;0;0;0;0;0,0214317941605636;0;0;0,0247905081708012;0;0;0;0;0;0;0
"ludzi";0;0;0;0;0;0;0;0;0;0,0149801812573378;0;0;0;0,0140722914841658;0,0127578466752053;0;0;0;0,019349400790728;0
"³¹cznia";0;0;0;0;0;0;0;0;0;0;0;0;0,0247905081708012;0;0;0,0153792967355896;0;0;0;0
"magia";0;0,0196563792596885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0192018965022391;0;0;0
"maj¹tek";0;0;0;0;0,0276827341240614;0,0208926295275935;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"maksymalny";0;0;0;0;0;0;0;0;0;0;0,0206330937570644;0;0;0;0;0,0153792967355896;0;0;0;0
"malarstwo";0;0;0;0;0,0456160932361034;0,0172136200890956;0,0541973384983407;0;0;0;0;0;0;0;0;0;0;0;0;0
"malarz";0;0;0;0;0,038698801581456;0,0730166067574642;0,0459787741561854;0;0;0;0;0;0;0;0;0;0;0;0,038698801581456;0
"malowaæ";0;0;0;0;0;0,041785259055187;0;0;0;0;0;0;0;0;0;0;0;0;0,0276827341240614;0
"ma³o";0;0;0;0;0;0;0;0;0;0;0,0144219136328408;0;0,017327821603637;0,0140722914841658;0;0;0;0;0,019349400790728;0
"ma³y";0;0;0;0,0183531938944053;0;0,0208926295275935;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mam";0;0;0,0203799269624992;0;0;0;0;0,0186625173870077;0;0;0;0;0;0;0;0;0;0;0;0
"mapa";0;0,0102779029240604;0,0106562306390565;0;0;0;0;0;0,00819323393474626;0;0;0;0;0;0;0,0080415073803991;0,0100402635500937;0;0;0,0195164673501821
"marie";0;0;0;0;0,0276827341240614;0,0208926295275935;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"marzyæ";0;0;0;0;0;0,0208926295275935;0,0657807543542052;0;0;0;0;0;0;0;0;0;0;0;0;0
"matka";0;0;0;0;0,0456160932361034;0,0172136200890956;0,0541973384983407;0;0;0;0;0;0;0;0;0;0;0;0;0
"mechanika";0;0;0,0106562306390565;0,0191929899907868;0;0;0;0,00975823367509105;0;0,022412459279564;0;0;0;0;0,00954376700091322;0;0;0,0132592793447802;0;0
"miasteczko";0;0;0;0;0;0,0208926295275935;0;0,0186625173870077;0;0;0;0;0;0;0;0;0;0;0;0
"miecz";0;0;0;0,0183531938944053;0;0;0;0;0;0;0;0;0;0;0;0;0,0192018965022391;0;0;0
"mieæ";0;0;0;0;0;0;0;0;0;0;0;0,013753595950584;0;0,016587670267674;0;0;0,0158206103709029;0;0;0
"miejsce";0,00444444444444444;0,00591715976331361;0;0;0,0166666666666667;0,00628930817610063;0;0,0112359550561798;0,00471698113207547;0;0;0,0100502512562814;0;0;0,0164835164835165;0;0,00578034682080925;0;0;0,0168539325842697
"miêdzy";0;0,0137392194963749;0;0;0;0;0;0;0;0,0149801812573378;0,0144219136328408;0;0;0;0;0;0;0;0,019349400790728;0
"misja";0,0103196804217216;0;0;0;0;0;0;0,0130445398589178;0;0;0;0,0116679803763184;0;0;0;0;0;0;0;0,0130445398589178
"mniej";0;0;0,0167911999642099;0;0;0;0;0;0;0;0;0;0;0;0;0,0126711370100287;0;0,0208928671310397;0;0
"mnóstwo";0;0;0;0;0;0;0;0;0,0156694721456951;0,0214317941605636;0;0;0;0;0;0;0;0;0;0
"moc";0;0;0;0;0;0,0146033213514928;0;0;0;0,0149801812573378;0;0;0;0;0;0;0,0402646490442895;0;0;0,0130445398589178
"model";0,0121642915296276;0,016195062687374;0;0;0;0;0;0;0;0;0;0;0;0,016587670267674;0;0;0;0;0;0
"modelka";0;0;0;0;0,0276827341240614;0,0208926295275935;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"moment";0;0;0;0,0256566640319046;0;0;0,0229893870780927;0;0;0,0299603625146756;0;0;0;0;0;0;0;0,0177246419457051;0;0
"mo¿liwoœæ";0;0,00681658635174586;0;0,0127293159496691;0;0;0;0;0,00543397685587288;0,00743227802222613;0,02146589615115;0,0115779205371362;0;0,01396367385994;0;0,00533334765483819;0;0,0175878334877107;0;0
"móc";0;0,00304481167354887;0,00631378126171483;0,00568589141248352;0,00428810977358132;0;0;0,0028908605215155;0,00970892778924072;0,00663965384296462;0,00958831999061661;0,00517158967668099;0,00768019660939938;0,00935587586963197;0;0,00238228320754518;0,00594882280728044;0;0;0,00578172104303099
"mroczny";0;0,0137392194963749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0134215496814298;0;0,019349400790728;0,0130445398589178
"musieæ";0,00673143632368781;0,00896197143686247;0,00929185995601079;0,0083678075846948;0;0;0;0;0,00714421307938565;0;0;0;0;0;0,00832183061994373;0;0;0;0;0,00850883804960538
"myœleæ";0;0;0,0203799269624992;0;0;0;0;0;0;0;0;0;0;0;0,0182523521697108;0;0;0;0;0
"najbardziej";0;0;0;0;0;0;0;0;0;0;0;0,0116679803763184;0;0,0140722914841658;0;0;0;0;0,038698801581456;0,0130445398589178
"najciekawszy";0;0;0;0;0;0;0;0,0186625173870077;0;0;0;0,0500793180133773;0;0;0;0;0;0;0;0
"najczêœciej";0,0103196804217216;0;0;0;0;0;0;0;0;0,0149801812573378;0;0;0;0;0;0,01074966710596;0,0134215496814298;0;0;0
"najlepiej";0;0;0,0203799269624992;0;0;0;0;0;0;0;0;0,0166931060044591;0;0;0;0;0;0;0;0
"najnowszy";0;0;0;0;0;0;0;0;0;0;0,0206330937570644;0;0;0;0,0182523521697108;0;0;0;0;0
"najwiêcej";0,0147641248661661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0307585934711793;0;0;0;0
"najwiêkszy";0,00771984708518314;0;0;0;0;0;0;0;0,00819323393474626;0;0;0,00872847032244325;0;0;0;0,0080415073803991;0;0,0132592793447802;0,0144747132847184;0
"najwy¿ej";0;0;0;0;0;0;0;0;0;0,0214317941605636;0;0;0;0;0,0182523521697108;0;0;0;0;0
"nami";0;0;0,0203799269624992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0186625173870077
"napotkaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0384037930044782;0;0;0,0186625173870077
"naprawdê";0;0;0,00613496932515337;0;0;0;0;0;0;0,00645161290322581;0,0062111801242236;0,0100502512562814;0,00746268656716418;0,0181818181818182;0,00549450549450549;0,00462962962962963;0;0,00763358778625954;0;0,00561797752808989
"narzêdzie";0;0;0;0;0;0;0;0,0153762112031809;0;0;0;0,013753595950584;0;0,016587670267674;0;0;0;0;0;0
"nastawiæ";0;0;0,0203799269624992;0;0;0;0;0;0,0156694721456951;0;0;0;0;0;0;0;0;0;0;0
"nastêpny";0,0355555555555556;0;0;0;0;0;0,0198019801980198;0;0,0188679245283019;0;0;0;0;0;0;0,0462962962962963;0,023121387283237;0;0;0
"nastêpowaæ";0,0206393608434432;0;0;0;0;0;0;0;0,0109524910136196;0,0149801812573378;0;0;0;0;0;0;0,0134215496814298;0;0;0
"nasz";0,0121642915296276;0;0;0;0;0;0;0,0153762112031809;0;0;0;0;0,0204251163743747;0;0;0;0;0;0;0
"nasza";0,0121642915296276;0;0;0;0;0;0;0;0,0129102150668217;0,0176578425430078;0;0;0;0;0;0;0;0;0;0
"nasz¹";0;0;0;0;0;0;0;0;0,0156694721456951;0;0;0;0;0;0;0;0;0;0;0,0186625173870077
"nasze";0,0295282497323321;0;0;0;0;0;0;0;0;0;0;0;0;0,0201328975447719;0;0;0;0;0;0
"naszego";0,0177777777777778;0,0118343195266272;0;0;0;0;0;0;0;0,0129032258064516;0;0;0,0149253731343284;0;0;0;0,0115606936416185;0;0;0
"naszej";0;0;0;0;0;0;0;0;0,0313389442913902;0,0214317941605636;0;0;0;0;0;0;0;0;0;0
"naszych";0;0;0;0,0151213568738464;0;0;0;0;0,0129102150668217;0;0;0;0,0408502327487493;0;0;0;0;0;0;0
"natkn¹æ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0253582297319646;0;0,0186625173870077
"natomiast";0;0;0;0,0183531938944053;0;0;0;0;0,0156694721456951;0;0;0;0;0;0;0;0;0;0;0
"nazwa";0,0147641248661661;0;0;0;0;0;0;0;0;0;0,0206330937570644;0;0;0;0;0;0;0;0;0
"ni¹";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0182523521697108;0,0153792967355896;0;0;0;0
"niczym";0;0;0;0;0;0;0;0,0186625173870077;0;0,0214317941605636;0;0;0;0;0;0;0;0;0;0
"niebezpieczeñstwo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0192018965022391;0,0253582297319646;0;0
"nieco";0;0,016195062687374;0;0;0;0;0;0;0;0;0;0;0;0,016587670267674;0;0,0126711370100287;0;0;0;0
"niego";0;0;0;0;0,0166666666666667;0;0,0198019801980198;0;0,00943396226415094;0;0;0;0,0298507462686567;0;0,010989010989011;0;0;0;0;0
"niektóry";0;0;0;0;0;0;0,0198019801980198;0;0,00943396226415094;0,0129032258064516;0;0;0;0,0121212121212121;0;0;0;0,0152671755725191;0;0
"niemal";0;0,0118343195266272;0,0122699386503067;0;0;0;0;0;0;0;0,0124223602484472;0;0,0149253731343284;0;0;0,00925925925925926;0;0;0;0
"niemal¿e";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0365047043394216;0;0;0;0;0,0186625173870077
"niewiele";0;0;0;0;0;0;0,0328903771771026;0,0186625173870077;0;0;0;0;0;0;0;0;0;0;0;0
"nigdy";0;0;0;0;0;0,0146033213514928;0;0,0130445398589178;0;0;0;0;0,017327821603637;0;0,0127578466752053;0;0;0;0;0
"nimi";0;0;0;0;0;0;0;0,0153762112031809;0;0;0,033999572598338;0,013753595950584;0;0;0;0;0;0;0;0
"ninja";0;0;0;0,0367063877888106;0;0;0;0;0;0,0214317941605636;0;0;0;0;0;0;0;0;0;0
"normalny";0;0;0;0;0,0276827341240614;0;0;0;0;0;0;0;0;0;0;0,0153792967355896;0;0;0;0
"nowa";0;0;0;0;0;0;0;0;0;0,0149801812573378;0,0144219136328408;0;0;0;0,0255156933504106;0,01074966710596;0;0;0;0
"nowoczesny";0;0;0;0;0,0276827341240614;0;0;0;0;0;0;0,0166931060044591;0;0;0;0;0;0;0;0
"nowoœæ";0;0;0;0;0;0;0;0;0;0;0,0144219136328408;0;0,0346556432072741;0,0281445829683317;0;0;0;0,0177246419457051;0;0
"nowy";0,00673143632368781;0,00896197143686247;0;0,0083678075846948;0;0;0;0;0;0;0,0188145735755249;0,0228327613994436;0,0339083546155916;0;0;0,0140238256743496;0;0;0;0
"nó¿";0;0;0,0203799269624992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0507164594639292;0;0
"nurkowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0,0247905081708012;0;0;0;0;0,0253582297319646;0;0
"obawa";0;0;0;0;0;0,0208926295275935;0,0328903771771026;0;0;0;0;0;0;0;0;0;0;0;0;0
"obecny";0,0147641248661661;0;0;0;0,0276827341240614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"obie";0;0;0;0;0,0276827341240614;0;0;0;0;0;0;0;0;0;0;0;0,0192018965022391;0;0;0
"obiekt";0;0;0;0,0183531938944053;0;0;0;0;0;0;0;0,0166931060044591;0;0;0;0;0;0;0;0
"obóz";0;0;0,0203799269624992;0;0;0;0;0,0186625173870077;0;0;0;0;0;0;0;0;0;0;0;0
"obraz";0;0;0;0;0,0228080466180517;0;0,0812960077475111;0;0;0;0;0;0;0;0;0;0;0;0,0228080466180517;0
"obs³uga";0;0;0;0;0;0;0;0;0;0;0;0,0166931060044591;0;0,0402657950895438;0;0;0;0;0;0
"obszar";0,0243285830592552;0;0;0;0;0;0;0;0,0258204301336435;0;0;0;0;0;0;0,0253422740200575;0;0;0;0
"obu";0;0;0;0;0;0;0;0,0186625173870077;0;0,0214317941605636;0;0;0;0;0;0;0;0;0;0
"ochota";0;0;0,0203799269624992;0,0183531938944053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"oczywisty";0,00512001374864467;0;0;0,0127293159496691;0;0;0;0;0,0108679537117458;0,00743227802222613;0,00715529871705;0;0,0171940760215679;0,00698183692997;0;0,0106666953096764;0;0;0;0,00647192749126433
"odkrywaæ";0,0147641248661661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0186625173870077
"odpowiedni";0;0;0;0;0,0110160674573947;0;0;0,0148531246616558;0,0124710197630883;0;0;0;0;0;0,00726334118069979;0,0122400749526608;0,00764120286062059;0,0100910541594455;0;0,00742656233082788
"odpowiedzialny";0;0,0196563792596885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0253582297319646;0;0
"odrêbny";0;0,0196563792596885;0;0;0;0;0;0;0;0;0;0;0;0;0,0182523521697108;0;0;0;0;0
"odrobina";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0153792967355896;0;0;0,0276827341240614;0
"odró¿niæ";0;0,0196563792596885;0;0,0183531938944053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ods³ona";0;0;0;0;0;0;0;0;0;0;0;0;0,0346556432072741;0,0140722914841658;0;0;0;0,0177246419457051;0;0,0130445398589178
"odwiedziæ";0;0;0;0;0;0;0;0;0;0;0;0,0166931060044591;0;0;0;0;0;0;0;0,0186625173870077
"odwracaæ";0;0;0;0;0;0;0;0,0186625173870077;0;0;0;0;0;0;0;0;0;0,0253582297319646;0;0
"oferowaæ";0;0;0;0,0302427137476929;0;0;0;0;0;0;0,033999572598338;0,0275071919011679;0;0;0;0;0;0;0;0
"ogieñ";0;0,016195062687374;0;0;0;0;0;0,0307524224063619;0;0;0;0;0;0;0;0;0;0;0;0,0153762112031809
"ogl¹daæ";0;0,0196563792596885;0;0,0183531938944053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ogóle";0;0;0,0203799269624992;0;0;0;0;0;0;0;0;0;0,0247905081708012;0;0;0;0;0;0;0
"ogó³";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0192018965022391;0;0,0276827341240614;0
"ograniczaæ";0;0;0;0;0;0;0;0;0;0;0,0206330937570644;0,0166931060044591;0;0;0;0;0;0;0;0
"ograniczenie";0;0;0;0;0;0;0;0;0;0,0214317941605636;0,0206330937570644;0;0;0;0;0;0;0;0;0
"ogromny";0;0;0;0,0151213568738464;0;0;0;0;0;0;0,016999786299169;0;0;0;0;0;0;0;0;0,0461286336095428
"ojciec";0;0;0;0;0,0228080466180517;0,120495340623669;0,0541973384983407;0;0;0;0;0;0;0;0;0;0;0;0;0
"okazja";0;0;0;0;0;0;0;0,0186625173870077;0;0;0;0;0,0247905081708012;0;0;0;0;0;0;0
"okazjonalny";0;0;0;0;0;0;0;0;0;0;0;0;0,0495810163416024;0;0;0;0,0192018965022391;0;0;0
"okazywaæ";0;0;0;0;0;0;0;0,0186625173870077;0;0,0214317941605636;0;0;0;0;0;0;0;0;0;0
"oko";0;0;0;0,0151213568738464;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0208928671310397;0;0,0153762112031809
"oko³o";0;0,0196563792596885;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0153792967355896;0;0;0;0
"okreœlaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0201328975447719;0;0;0,0192018965022391;0;0;0
"okreœliæ";0,0103196804217216;0;0;0;0;0;0;0;0;0;0;0,0116679803763184;0;0,0140722914841658;0;0,01074966710596;0;0;0;0
"okrutny";0;0;0;0;0;0;0;0,0186625173870077;0;0;0;0;0,0247905081708012;0;0;0;0;0;0;0
"opcja";0;0;0;0;0;0;0;0;0,0109524910136196;0;0;0;0;0,0140722914841658;0;0,01074966710596;0;0,0177246419457051;0;0
"opisaæ";0;0;0,0167911999642099;0;0;0;0;0;0;0;0;0,013753595950584;0;0;0;0;0,0158206103709029;0;0;0
"op³ata";0;0;0;0;0;0;0;0;0,0156694721456951;0;0;0;0;0;0;0,0153792967355896;0;0;0;0
"opowieœæ";0;0;0,0142449576373458;0,0128283320159523;0;0;0;0,0130445398589178;0;0;0;0;0;0;0;0;0;0;0;0,0130445398589178
"oprócz";0;0;0;0;0;0;0;0;0,0258204301336435;0;0,033999572598338;0,0412607878517518;0;0;0;0;0;0;0;0
"opuszczony";0;0,0196563792596885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0186625173870077
"osi¹gn¹æ";0;0,016195062687374;0;0;0;0;0;0;0;0,0176578425430078;0;0;0;0;0;0;0,0158206103709029;0;0;0
"osoba";0;0,0118343195266272;0;0,0220994475138122;0;0,0125786163522013;0;0;0;0;0,0124223602484472;0;0;0,0121212121212121;0;0;0;0;0;0
"ostateczny";0,0147641248661661;0;0,0203799269624992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ostatni";0;0,00681658635174586;0;0;0,00960002577870875;0;0;0;0,00543397685587288;0;0;0,00578896026856809;0;0,00698183692997;0;0,00533334765483819;0;0,00879391674385534;0,00960002577870875;0,00647192749126433
"oœmiu";0;0;0;0;0;0;0;0;0,0156694721456951;0;0,0206330937570644;0;0;0;0;0;0;0;0;0
"otaczaæ";0;0,0196563792596885;0;0;0;0;0;0;0;0;0;0;0,0247905081708012;0;0;0;0;0;0;0
"otoczenie";0;0;0;0,0183531938944053;0;0;0;0;0;0;0;0;0,0743715245124036;0;0;0;0;0;0;0
"otrzymaæ";0;0,0196563792596885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0276827341240614;0
"otrzymywaæ";0;0;0;0,0151213568738464;0;0;0;0;0;0;0;0,013753595950584;0;0;0;0;0;0,0208928671310397;0;0
"otworzyæ";0;0;0;0;0;0,0208926295275935;0;0;0;0;0;0;0,0247905081708012;0;0;0;0;0;0;0
"oznaczaæ";0;0;0;0;0;0;0;0,0153762112031809;0,0129102150668217;0,0176578425430078;0;0;0;0;0;0;0;0;0;0
"pacjent";0;0;0;0,0183531938944053;0;0;0;0;0;0;0;0,0166931060044591;0;0;0;0;0;0;0;0
"paleta";0;0;0,0203799269624992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0276827341240614;0
"pamiêæ";0;0;0;0,0183531938944053;0;0;0;0;0;0;0;0;0;0;0;0,0153792967355896;0;0;0;0
"paraæ";0;0;0;0;0;0;0;0;0;0;0;0;0,0247905081708012;0;0,0182523521697108;0;0;0;0;0
"parcela";0;0;0;0;0;0;0;0;0;0;0,0206330937570644;0;0,0247905081708012;0;0;0;0;0;0;0
"parê";0;0;0;0;0;0;0;0;0;0,0214317941605636;0;0,0166931060044591;0;0;0;0;0;0;0;0
"pary¿a";0;0;0;0;0,019349400790728;0,0146033213514928;0,0229893870780927;0;0;0;0;0;0;0;0;0;0;0;0,019349400790728;0
"patrol";0;0;0;0;0;0;0;0,0186625173870077;0;0;0;0,0166931060044591;0;0;0;0;0;0;0;0
"paul";0;0;0;0;0;0,167141036220748;0,0657807543542052;0;0;0;0;0;0;0;0;0;0;0;0;0
"paula";0;0;0;0;0;0,0208926295275935;0,0328903771771026;0;0;0;0;0;0;0;0;0;0;0;0;0
"pe³noprawny";0;0;0;0;0;0;0;0;0;0;0,0206330937570644;0,0166931060044591;0;0;0;0;0;0;0;0
"pe³ny";0;0;0;0;0;0;0;0;0,0156694721456951;0;0,0206330937570644;0;0;0;0;0;0;0;0;0
"perspektywa";0;0;0;0,0367063877888106;0;0;0;0;0;0;0;0;0;0,0201328975447719;0;0;0;0;0;0
"pewnym";0;0;0;0,0183531938944053;0;0;0;0;0,0156694721456951;0;0;0;0;0;0;0;0;0;0;0
"pieni¹dz";0;0;0;0;0,0276827341240614;0,0208926295275935;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pierwsza";0,0103196804217216;0;0;0;0;0;0;0;0,0109524910136196;0;0;0;0,017327821603637;0;0;0,01074966710596;0;0;0;0
"pierwsze";0;0;0,0122699386503067;0;0;0;0;0,0112359550561798;0,00943396226415094;0;0;0;0;0;0;0;0;0;0,0166666666666667;0,0337078651685393
"pierwszy";0;0;0;0,0110497237569061;0;0;0;0;0,00943396226415094;0;0,0124223602484472;0;0;0;0,032967032967033;0;0;0,0152671755725191;0;0
"plansza";0,0243285830592552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0253422740200575;0,0316412207418059;0;0;0
"plecy";0;0;0;0;0;0;0;0,0186625173870077;0;0;0;0;0;0;0;0;0;0,0253582297319646;0;0
"plener";0;0;0;0;0;0,0208926295275935;0,0328903771771026;0;0;0;0;0;0;0;0;0;0;0;0;0
"p³uco";0;0;0;0;0;0,0208926295275935;0;0;0;0;0;0;0;0;0;0;0;0,0253582297319646;0;0
"p³ynny";0;0,016195062687374;0,0167911999642099;0;0;0;0;0,0153762112031809;0;0;0;0;0;0;0;0;0;0;0;0
"p³ywaæ";0;0;0;0;0;0;0;0;0;0,0214317941605636;0;0;0,0247905081708012;0;0;0;0;0;0;0
"pobawiæ";0;0;0;0;0;0;0;0;0;0;0,0206330937570644;0,0166931060044591;0;0;0;0;0;0;0;0
"poboczny";0;0;0,0142449576373458;0;0;0;0;0,0130445398589178;0;0,0149801812573378;0;0;0;0;0,0127578466752053;0;0;0;0;0
"pochodziæ";0;0;0;0;0,0228080466180517;0,0172136200890956;0,0270986692491704;0;0;0;0;0;0;0;0;0;0;0;0;0
"pocz¹tek";0,0103196804217216;0;0,0142449576373458;0,0128283320159523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0391336195767533
"pocz¹tkowy";0,0103196804217216;0;0,0142449576373458;0;0;0;0,0229893870780927;0;0;0;0;0,0116679803763184;0;0;0;0;0;0;0;0
"podbiæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0153792967355896;0;0;0;0,0186625173870077
"podchody";0;0;0;0;0;0;0;0,0186625173870077;0;0;0;0;0;0;0;0;0;0,0253582297319646;0;0
"podczas";0,00771984708518314;0;0;0,00959649499539341;0;0,010924311912995;0;0,00975823367509105;0;0;0;0;0;0;0;0;0,0200805271001874;0;0,0144747132847184;0
"podejmowaæ";0;0;0;0,0183531938944053;0;0;0;0;0;0;0;0;0;0;0;0,0153792967355896;0;0;0;0
"podejœcie";0;0;0;0,0183531938944053;0;0;0;0;0;0;0;0;0;0;0,0182523521697108;0;0;0;0;0
"podnosiæ";0,0147641248661661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0153792967355896;0;0;0;0
"podobny";0;0;0;0;0;0;0;0;0,0109524910136196;0;0,0288438272656815;0;0,017327821603637;0;0;0;0;0,0354492838914101;0;0
"podró¿";0;0;0;0;0;0;0,0657807543542052;0;0;0;0;0;0;0;0;0;0;0;0;0,0186625173870077
"podstawka";0;0;0;0;0;0;0;0;0,0313389442913902;0;0;0;0;0,0201328975447719;0;0;0;0;0;0
"podstawowy";0;0;0,0284899152746916;0;0;0;0;0;0;0;0,0144219136328408;0,0116679803763184;0;0,0140722914841658;0;0;0;0;0;0
"podzieliæ";0;0,0196563792596885;0;0;0;0;0;0;0,0156694721456951;0;0;0;0;0;0;0;0;0;0;0
"podziwiaæ";0;0;0;0;0;0;0;0,0153762112031809;0;0;0;0;0,0204251163743747;0;0,0150382724954187;0;0;0;0;0
"pokaz";0;0;0,0203799269624992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0253582297319646;0;0
"pokonaæ";0;0,0137392194963749;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01074966710596;0,0134215496814298;0,0177246419457051;0;0
"pokryæ";0;0;0;0;0;0,0208926295275935;0;0;0;0;0;0;0;0;0;0;0;0,0253582297319646;0;0
"pole";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0253422740200575;0,0316412207418059;0;0;0,0153762112031809
"polegaæ";0;0;0;0;0;0;0;0,0373250347740153;0;0;0;0,0166931060044591;0;0;0;0;0;0;0;0
"poleg³y";0,0147641248661661;0;0;0;0;0;0;0;0,0156694721456951;0;0;0;0;0;0;0;0;0;0;0
"po³owa";0;0;0;0;0,0276827341240614;0;0;0,0186625173870077;0;0;0;0;0;0;0;0;0;0;0;0
"po³o¿yæ";0;0;0;0;0;0,0172136200890956;0;0;0;0;0,016999786299169;0;0;0;0;0,0126711370100287;0;0;0;0
"pomagaæ";0;0,0196563792596885;0;0;0;0;0;0,0186625173870077;0;0;0;0;0;0;0;0;0;0;0;0
"pomiêdzy";0;0;0;0;0;0,0208926295275935;0;0,055987552161023;0;0;0;0;0;0;0;0;0;0;0;0
"pomoc";0,00771984708518314;0,0102779029240604;0,0106562306390565;0;0;0;0;0;0;0;0;0;0;0,0105270642070679;0;0,0160830147607982;0;0,0132592793447802;0;0
"ponadto";0,0147641248661661;0,0196563792596885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ponowny";0,0147641248661661;0,0589691377790656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pope³niæ";0;0;0;0;0;0,0208926295275935;0;0;0;0;0;0,0166931060044591;0;0;0;0;0;0;0;0
"poprawiæ";0;0;0;0;0;0;0;0;0,0156694721456951;0;0;0;0;0,0201328975447719;0;0;0;0;0;0
"poprzedni";0,00771984708518314;0,0102779029240604;0;0;0;0;0;0;0;0;0;0;0;0,0105270642070679;0,00954376700091322;0;0,0100402635500937;0,0132592793447802;0;0
